Poradi;Prijmeni;Jmeno;Reg. c.;Body;Rank.c;Minule Ran
137;Kožinová;Jana;PGP6651;18167;5807;154
138;Kolaja Ehlerová;Jana;VLI8055;18025;5762;124
139;Červená;Adéla;SHK9755;17975;5746;138
140;Kožíšková;Kateřina;VPM0652;17963;8613;461
141;Kohlová;Zuzana;KPY8852;17716;5663;142
142;Martanová;Daniela;VLI7452;17567;5615;151
143;Bravená Kožinová;Zuzana;PGP9650;17560;5613;371
144;Němečková;Radka;AOP9452;17547;5609;333
145;Chrástová;Magdaléna;STH0551;17498;5593;246
146;Zdobinská;Lucie;JHB9160;17488;5590;144
147;Janovská;Petra;PGP7355;17414;5566;186
148;Šritrová;Lenka;TUR0250;17388;5558;229
149;Wiesnerová;Monika;NPA9051;17330;5540;148
150;Matoušková;Jana;STE7951;17141;5479;217
151;Doušková;Kateřina;TBM0679;17052;8176;461
152;Blažková;Kristina;DKP8251;17032;5444;160
153;Fuchsová;Ema;TBM0653;16998;8150;461
154;Doušková;Hana;TBM0659;16980;8142;461
155;Metelková;Michaela;PHK0550;16944;8124;52
156;Šmídová;Terezie;LPU0659;16842;8075;461
157;Srbová;Michaela;LPU0557;16840;8074;33
158;Teringlová;Vendula;VCB0451;16739;5351;170
159;Míková;Šárka;DKP8255;16719;5344;159
160;Malá;Anna;TAP9251;16668;5328;155
161;Müllerová;Eva;PGP9657;16602;5307;158
162;Petrželová;Lenka;SSU8952;16498;7910;143
162;Lamačová;Kateřina;TUR0660;16498;7910;461
164;Černá;Petra;LLI0250;16399;5242;176
165;Kozáková;Zdenka;TBM7952;16314;7822;49
166;Kubecová;Magdalena;STB0550;16113;7726;78
167;Lošťáková;Ela;PGP0957;16094;7717;166
168;Novotná;Jitka;SJH0454;16010;7676;67
169;Mrázková;Romana;SJC8351;15884;7616;169
170;Vrábelová;Hana;PHK0454;15671;5009;175
171;Baldrianová;Eva;VSP0751;15669;7513;172
172;Hanušová;Markéta;VRL0852;15621;7490;174
173;Jirsová;Anna;KSH9751;15475;4947;173
174;Pavlíková;Markéta;DOK0053;15439;7403;177
175;Flossmannová;Lucie;VLI0852;15409;7388;461
176;Muchová;Barbora;KVS8550;15225;4867;187
177;Heczková;Anna;VLI0652;15190;7283;285
178;Johnová;Lenka;DOK7350;15164;4847;139
179;Svobodová;Adriana;FSP0653;15159;4846;442
180;Morávková;Zuzana;SRK0551;15066;7224;86
181;Míchalová;Šárka;KPY0050;15033;4805;181
182;Zháňalová;Barbora;ZBM9354;14830;7111;275
183;Klechová;Karolína;AOP0452;14763;7079;80
184;Kosobudová;Anna;OPI0550;14714;7055;102
185;Janečková;Dagmar;EKP6550;14693;4697;199
186;Procházková;Doubravka;PBM0651;14611;7006;461
187;Tihonová;Hana;TAP9052;14594;4665;157
188;Hlavová;Hana;TBM8888;14590;6996;203
189;Dušková;Tereza;TBM0554;14574;6988;183
190;Jílková;Lenka;UOL0654;14481;6943;306
191;Málková;Šárka;CST8351;14364;4592;193
192;Blažková;Veronika;SJH0551;14270;4561;185
193;Vacková;Eliška;KNC9850;14166;4528;190
194;Ryantová;Jana;JJN8660;14136;6778;461
195;Kubecová;Kateřina;STB9999;13918;6673;98
196;Marková;Ema;SSU0252;13873;6652;198
197;Pilátová;Amálie;DKL0450;13590;4344;202
198;Zamouřilová;Anežka;PHK0354;13568;6506;332
199;Habigerová;Radka;KSU9559;13501;4316;239
200;Škrabalová;Šárka;KON9888;13472;4306;204
201;Odehnalová;Klára;ZBM9956;13447;6448;319
202;Rychlá;Karolína;AOP0757;13368;6410;205
203;Běloušková;Kateřina;CTB0752;13328;4260;165
204;Čablová;Tereza;TZL0656;13180;4213;394
205;Žejdlíková;Eliška;LTP0350;13131;4197;461
206;Řehořková;Ema;DKP0956;13078;6271;209
207;Paříková;Iva;TUR0061;12825;4100;461
208;Lošťáková;Ivana;PGP7763;12775;6125;461
209;Zoubková;Šárka;JJN0554;12701;6090;211
210;Cincibusová;Lenka;FSP0450;12679;6079;212
211;Kotenová;Barbora;RIC0452;12520;4002;263
212;Dobyášová;Adéla;KAM1051;12437;5963;214
213;Bolinová;Hana;FSP8152;12401;5946;352
214;Ehlerová;Anna;DKP0869;12232;5865;215
215;Doležalová;Libuše;SNA8851;12215;5857;216
216;Heczková;Emma;VLI1252;12072;5788;218
217;Prach;Tereza;SJH9452;12034;5770;219
218;Růžičková;Vendula;CHA0252;11921;5716;220
219;Voltrová;Svatava;ROZ6150;11891;3801;195
220;Pangrácová;Anna;DKL9150;11797;5656;222
221;Žemlová;Barbora;KAM0751;11778;5647;147
222;Beržinská;Soňa;SBK8554;11694;5607;224
223;Mikulová;Zuzana;ZVO7951;11568;5547;226
224;Barnetová;Veronika;ZAM9951;11474;5502;227
225;Hausmannová;Klára;EKP8651;11436;3656;228
226;Vlachová;Adéla;KRL0551;11371;5452;137
227;Sedláčková;Linda;ROZ0050;11357;3630;264
228;Rychlá;Pavlína;KRN8559;11247;3595;230
229;Klíchová;Jana;SSU8151;11219;5379;231
230;Fantová;Kateřina;EKP0256;11151;3564;232
231;Kameníková;Andrea;BOR9751;10970;5260;461
232;Blahová;Pavla;DKP0155;10933;5242;383
233;Neubauerová;Magdaléna;ZVO1052;10873;5213;235
234;Procházková;Štěpánka;LPU9460;10790;5174;237
235;Svobodová;Jitka;VSP7450;10689;5125;238
236;Matyšková;Kristýna;KAM1054;10643;5103;240
237;Urbánková;Tereza;SFM0250;10580;3382;241
238;Tomešová;Daniela;SJC8451;10569;5068;242
239;Mišeková;Lucie;KAM1050;10486;5028;243
240;Bialožytová;Tereza;PGP9055;10392;4983;245
241;Udržalová;Pavla;LPU8552;10318;4947;141
242;Skyvová;Kristýna;STE7054;10108;4847;163
243;Sudoł;Hanna;CHC0352;9983;9573;461
244;Rusá;Vendula;LCE9353;9802;9400;7
244;Fürstová;Anna;SSU9651;9802;9400;11
246;Poborská;Eliška;DKP0358;9553;9161;22
247;Szymanská;Zuzana;DKP0463;9513;4561;461
248;Černá;Ema;TAP0457;9504;9114;15
249;Řadová;Lucie;DKP0251;9460;4536;248
250;Jirčáková;Martina;LCE8951;9449;9061;134
251;Navrátilová;Adéla;TRI0250;9448;4530;249
252;Kynčlová;Anna;JIL0852;9442;9055;24
253;Hornová;Lenka;UOL9053;9357;4487;206
254;Zajícová;Kateřina;TAP9053;9276;4448;201
255;Matějková;Barbora;TUR0156;8983;8614;3
256;Vandasová;Adéla;PHK0255;8917;8551;41
257;Trpáková;Daniela;DCH0165;8800;4219;389
258;Dvořáková;Veronika;PGP0659;8788;4214;444
259;Špičáková;Marie;DKP9653;8741;2794;253
260;Fröhlichová;Jana;DKP8762;8724;4183;254
261;Nožková;Tereza;LPU9757;8677;8321;461
262;Rotková;Markéta;ZBM0455;8606;8253;45
263;Mikulášová;Helena;PGP9353;8547;4098;255
264;Valentová;Eva;LCE8966;8544;8193;256
265;Kosová;Klára;LPU9461;8536;8186;461
266;Matoušková;Jana;MOV0551;8534;8184;36
267;Nechanická;Klára;TBM0055;8492;8143;29
268;Gurinová;Gabriela;SJC0557;8448;4051;257
269;Kisielová;Zuzana;ZAM9153;8447;4050;258
270;Šimůnková;Michaela;TAP0851;8387;8043;259
271;Bednaříková;Sára;LCE0252;8314;7973;162
272;Magazu;Annabelle;DOR0657;8306;3983;440
273;Rufferová;Iva;TUR8354;8066;7735;261
274;Šiková;Barbora;LPM9650;8044;7714;74
275;Ptáčková;Barbora;DKP0954;8016;3844;262
276;Grycová;Kateřina;TBM0058;8007;7678;65
277;Kinkorová;Tereza;LPM9850;7973;7646;168
278;Holasová;Barbora;AOP0651;7954;7628;136
279;Landovská;Petra;KAM9354;7925;7600;461
280;Havlová;Adéla;BOR9161;7835;7513;265
281;Batani;Valentina;TZL0551;7806;7486;192
282;Zabořilová;Anna;TUR0951;7757;7439;461
283;Hojná;Silvie;SCP7950;7742;7424;268
284;Kolářová;Veronika;LOU1050;7690;7374;270
285;Marešová;Alexandra;NEK9950;7641;3664;405
286;Fejfarová;Tereza;LPU0360;7600;7288;271
287;Podešvová;Vlasta;ZBM9250;7572;3631;272
288;Hofmanová;Michaela;LPM7751;7568;3629;273
289;Lukavcová;Ivana;SMR8754;7560;7250;461
290;Michačová;Ema;TZL0556;7532;7223;274
291;Janošíková;Marie;VCB0752;7441;7136;276
292;Větříčková;Andrea;SHK9951;7412;7108;279
293;Luštická;Lucie;TUR8650;7386;7083;461
294;Kašparová;Zuzana;TZL9754;7375;7072;184
295;Řepková;Anna;PGP1052;7369;7067;282
296;Nedbalová;Jana;MFP8050;7297;3499;283
297;Hepnerová;Martina;PHK8150;7285;6986;461
298;Kovářová;Eva;SJC8759;7256;3479;284
299;Sobotová;Alžběta;DLP0550;7227;6930;461
300;Sedláčková;Petra;ROZ7050;7207;2304;362
301;Hauptfleischová;Barbora;TZL9454;7174;3440;400
302;Randáková;Adéla;VRL0452;7137;6844;286
303;Klimplová;Zuzana;LPU8151;7093;3401;287
304;Chrzová;Eliška;PGP0353;7070;6780;289
305;Andrlová;Lea;SHK0463;7025;6737;106
306;Šklíbová;Veronika;SRK0153;7016;6728;290
307;Pavlová;Eliška;MOV0650;7009;6721;461
308;Aschermannová;Karolína;KAM0051;6939;6654;113
309;Smolková;Lucie;SOP9052;6897;6614;292
310;Beránková;Šárka;VPM0551;6892;6609;294
310;Kopcová;Michaela;VLI8456;6892;6609;294
312;Baloghová;Milena;JJN0750;6874;6592;461
313;Dvořáková;Hana;PGP0355;6869;6587;296
314;Burešová;Eliška;VLI0456;6867;6585;297
315;Vlčková;Markéta;VIC0951;6835;6555;298
316;Vaňková;Barbora;DKP0958;6825;6545;299
317;Poláková;Natálie;KUB9850;6811;2177;398
318;Bernatíková;Hana;SFM0251;6800;6521;300
319;Rýdlová;Adéla;JJN0151;6799;6520;301
320;Urbánková;Eva;ONO0650;6717;6441;302
321;Benešová;Iva;LPM9652;6713;6438;321
322;Zvěřinová;Martina;LPU8357;6645;6372;303
323;Kleiberová;Eliška;CHC9952;6604;6333;208
324;Stehlíková;Tereza;VPM0950;6576;6306;308
325;Přikrylová;Jana;JPV0652;6566;6297;309
326;Blahutová;Martina;MFP0550;6523;3128;310
327;Pavlíčková;Hana;KPY0450;6438;6174;312
328;Lamancová;Anna;TJN0152;6422;6158;313
329;Feiglová;Eliška;CHA9150;6401;6138;314
330;Holíková;Simona;ONO0553;6387;6125;225
331;Lučanová;Marta;LPU7957;6386;6124;315
332;Šaňáková;Marie;UOL0651;6379;6117;461
333;Kasprzyk;Marta;STE0659;6377;6115;316
333;Chrástová;Barbora;STH0851;6377;6115;316
335;Grycová;Veronika;TBM9859;6375;6113;318
336;Třísková;Tereza;VPM0650;6369;6108;461
337;Ryšavá;Magdaléna;PGP7650;6354;6093;461
338;Kotenová;Markéta;RIC0651;6346;2029;427
339;Janošíková;Eva;VCB0552;6296;6038;322
340;Ligocká;Kateřina;SFM8450;6272;6015;324
341;Lubrichová;Veronika;PLU0453;6248;5992;223
342;Vilémová;Eliška;VLI0655;6239;5983;0
343;Koberová;Kateřina;LPU0352;6199;5945;325
344;Kinštová;Tereza;SJH0251;6185;5931;326
345;Vejstrková;Martina;CHA9651;6181;5927;327
346;Holohlavská;Ema;JIL0652;6136;5884;328
347;Bartošová;Marie;VSP0459;6123;5872;0
348;Ouhrabková;Radka;SPC8152;6119;5868;0
349;Svobodová;Anna;VTA0151;6116;2933;330
350;Benešová;Hana;DKL0050;6114;2932;454
351;Jansová;Doubravka;LPU9750;6078;5829;331
352;Čechmánková;Anna;PVP0450;6066;5817;334
353;Marková;Jana;LLI7152;6027;5780;335
354;Ryšavá;Vendula;PGP8153;5993;5747;207
355;Nedbálková;Hana;BOR9750;5988;5742;336
356;Ondráčková;Veronika;EKP7850;5982;5737;461
357;Rickmeyer;Tina;STB8650;5968;5723;337
358;Přikrylová;Ivana;JPV0653;5964;5719;339
359;Špičáková;Barbora;DKP8250;5954;5710;340
360;Lockerová;Michaela;SRK0251;5917;2837;342
361;Štefanová;Jana;CHT9753;5904;5662;344
362;Výchová;Veronika;SRK0557;5892;5650;345
363;Kopecká;Martina;PHK0555;5888;5646;346
364;Žákovcová;Magda;KRL9651;5884;5643;329
365;Finstrlová;Lucie;ZBM0651;5809;5571;347
366;Nedomlelová;Lucie;JJN0250;5786;5549;348
367;Fučíková;Hana;VBM7751;5717;5482;233
368;Dolejší;Lenka;DOK7450;5696;5462;234
369;Brožková;Tereza;LPU0457;5675;5442;349
370;Benešová;Lucie;SJC8951;5657;5425;461
371;Jelínková;Zora;PGP8851;5617;5386;461
372;Hříchová;Jana;EKP9251;5606;5376;350
373;Černá;Hana;EKP8459;5595;5365;244
374;Plachá;Aneta;JPV0555;5591;5362;353
375;Kalinová;Markéta;SPC8259;5541;5314;0
376;Wohanková;Gabriela;VRL7652;5488;5263;355
377;Pecko;Sára;ONO0452;5480;5255;356
378;Kovářová;Anna;CET7552;5429;5206;357
379;Kubíková;Magdaléna;LPU0566;5410;5188;358
380;Blehová;Barbora;DOR1151;5397;5176;0
381;Vaníková;Šárka;KSU9493;5392;5171;461
382;Fišarová;Adéla;KRL0651;5367;2573;461
383;Svobodová;Barbora;BFM0151;5325;5106;359
384;Kejmarová;Jana;STH0152;5281;5064;360
385;Polanská;Nelly;PZR0152;5257;5041;311
386;Důrková;Pavla;SHK9352;5256;5040;361
387;Košťáková;Emma;DOR1155;5201;4988;0
388;Macharová;Michaela;BOR9450;5192;4979;364
389;Gajdová;Kristina;VSP7752;5180;4967;365
390;Randíková;Magdaléna;SOB8851;5144;4933;366
391;Gottfriedová;Adéla;VCB9755;5122;4912;367
392;Pavlová;Martina;LTP0151;5115;4905;368
393;Malá;Anna;LOU9250;5109;1633;450
394;Křečková;Lenka;ASU9271;5096;4887;369
395;Justová;Eliška;SHK9351;5086;4877;370
396;Mišeková;Kateřina;KAM0756;5054;4847;372
397;Masopustová;Elise;PGP8656;5040;4833;373
398;Metelková;Taťána;PHK7250;5035;4828;374
399;Teringlová;Martina;VCB7851;5010;4804;375
400;Chvátilová;Johana;PHK0450;4990;4785;376
401;Vojtíšková;Viktorie;LPU0051;4984;4779;377
401;Vlachová;Eliška;STE9572;4984;4779;129
403;Benešová;Michaela;SJH0651;4974;4770;378
404;Skácelová;Kateřina;JJN0550;4972;4768;379
405;Houžvičková;Kateřina;TUR0952;4964;4760;0
406;Hrnčířová;Magda;STH0051;4949;4746;380
407;Balusková;Ida;OKP7350;4943;4740;461
408;Černá;Kateřina;TJP9850;4933;2365;381
409;Lipenská;Eva;CHA7951;4918;4716;382
410;Hermannová;Natálie;MLA0851;4753;4558;0
411;Roškotová;Lucie;TUR9753;4683;4491;386
412;Matějková;Kateřina;PDY0651;4662;4471;387
413;Stryková;Kateřina;LPU7855;4652;2231;388
414;Hápová;Petra;PHK0051;4595;4406;390
415;Nádvorníková;Tereza;LPU8953;4592;4404;391
416;Králová;Vanda;PGP8755;4541;4355;392
417;Hradcová;Zuzana;CHA8852;4485;4301;461
418;Řeháková;Ludmila;PGP0454;4483;4299;393
419;Syslová;Edita;PGP8853;4393;2106;267
420;Tučková;Anna;LPU0455;4392;4212;395
421;Magazu;Sophia;DOR1152;4243;4069;0
422;Hledíková;Lucie;CHT9652;4232;4058;221
423;Kotrčová;Lenka;LPU9359;4198;2013;397
424;Horychová;Zuzana;DKL0150;4031;1933;455
425;Hořejší;Jana;DKP9052;4027;3862;252
426;Řepková;Jana;PGP7762;3976;3813;401
427;Kadaníková;Tereza;LPU0552;3942;3780;402
428;Besedová;Katka;CHT0354;3923;3762;403
429;Baziková;Justýna;TJP9851;3839;3681;404
430;Neuhäuserová;Ladislava;VSP8151;3755;3601;407
431;Grolichová;Lucie;ZBP7850;3754;3600;408
432;Boháčová;Anna;CTB0051;3713;3561;409
433;Paulová;Pavlína;CTB0551;3700;3548;278
434;Raková;Petra;SHK0251;3659;3509;410
435;Vlachová;Tereza;SFM8750;3628;3479;412
436;Marešová;Klára;NEK0250;3591;3444;413
437;Matyášová;Jana;CHA7652;3545;3400;414
438;Neradová;Eva;LIT8951;3430;3289;417
439;Šafaříková;Lucie;OPI0350;3389;3250;236
440;Klose;Petra;SFM7351;3374;3236;418
441;Nováková;Helena;TAP8153;3354;3216;419
442;Baťková;Zuzana;TZL8151;3303;3167;461
443;Havlíčková;Barbora;RIC8250;3263;3129;420
444;Krejčíková;Marie;TZL9252;3175;3045;461
445;Malínská;Nela;SJC0650;3099;2972;421
446;Růžičková;Zuzana;VBM9353;3079;2953;269
447;Straková;Veronika;SLA0051;3066;2940;422
448;Srbová;Adela;KRE8750;3063;1469;423
449;Müllerová;Petra;BZP9050;3039;2914;424
450;Janderová;Markéta;SOB7750;2955;2834;0
451;Papp;Luca;DKP8764;2921;2801;426
452;Vondrová;Eliška;FSP0850;2861;2744;428
453;Jelínková;Michaela;CTB0851;2750;2637;429
454;Pangrácová;Anna;MFP0650;2730;2618;430
455;Držková;Berenika;LPU0151;2672;2562;431
456;Hlaváčková;Petra;PHK0052;2571;2465;432
457;Kosková;Adéla;VLI0656;2503;2400;0
458;Uhlířová;Ludmila;SLA9851;2486;1192;433
459;Hendrychová;Veronika;KRE0650;2314;2219;434
460;Kožíšková;Jana;EKP8750;2186;2096;435
461;Linhartová;Iva;ZBM9051;2183;2093;436
462;Šneiderová;Daniela;ASU0398;2161;2072;437
463;Pušová;Bára;STH0357;2077;1992;438
464;Davidová;Tereza;SFM0252;1864;1788;439
465;Štěpánková;Emma;TAP0953;1725;1654;441
466;Haluzová;Marie;DKP8153;1653;1585;443
467;Kohoutová;Zdeňka;DKL0651;1621;1554;445
468;Vacková;Anna;SJI9854;1571;1507;461
469;Vokušová;Dana;JJN7750;1534;1471;446
470;Hofmanová;Anna;LPM0851;1504;721;447
471;Rudová;Anna;VTA0051;1430;1371;461
472;Žemličková;Lenka;LPU8660;1416;1358;448
473;Pinkava;Anna;FSP8151;1402;1344;449
474;Rudová;Magdaléna;VTA0254;1401;1344;0
475;Košťáková;Petra;DOR8151;1363;1307;461
476;Večerková;Ema;DKP0657;1297;1244;451
477;Veselá;Eva;VCB7853;1281;1228;461
478;Hrušková;Blanka;DOR7555;1265;1213;0
479;Broschová;Lucie;RBK7451;1241;1190;0
480;Bartošová;Mirka;PHK9151;1221;1171;452
481;Hudečková;Helena;KTA6951;1214;1164;0
482;Šilerová;Eva;LPU8057;1205;1156;453
483;Hlavsová;Tereza;SHK0857;1167;1119;0
484;Šimíková;Karolína;ROZ0351;1163;1115;461
485;Hovorková;Elen;LPU0954;1157;1110;0
486;Čečková;Martina;SHK7753;1036;993;0
487;Bartůňková;Lucie;LOU7750;979;939;461
488;Makaloušová;Hana;VRL8853;956;917;456
489;Nová;Jana;DOR7150;937;899;0
490;Žižková;Markéta;DOR7352;727;697;0
491;Stará;Tereza;VRL0051;692;664;457
492;Sýkorová;Daniela;CHC8851;688;660;458
493;Lipovská;Markéta;SRK9851;587;563;459
493;Ježková;Regina;PGP6352;587;563;0
495;Gemperlová;Eliška;PGP0556;464;445;460
496;Menclová;Anna;JEN0452;452;433;461
497;Porubská;Lenka;TBM0451;0;0;461
497;Vejražková;Anna;KPY0750;0;0;461
497;Čivrná;Eliška;VRL0851;0;0;461
497;Lichtenbergová;Tereza;VSP0556;0;0;461
497;Macháčková;Lucie;SHK1155;0;0;461
497;Barsová;Magdaléna;VLI0955;0;0;461
497;Karvánková;Tereza;ZBM9757;0;0;281
497;Munzarová;Monika;LPU1056;0;0;461
497;Rambová;Kamila;DKP8655;0;0;461
497;Vlková;Ema;SJC0953;0;0;461
497;Lepšová;Lucie;SRK0951;0;0;461
497;Rýdlová;Magdaléna;JJN0252;0;0;461
497;Janatová;Violka;TJN0956;0;0;461
497;Havelíková;Kateřina;PVP9250;0;0;461
497;Jedličková;Lucie;SHK1050;0;0;461
497;Klacková;Štěpánka;SJC0253;0;0;161
497;Šunková;Sára;LOU1051;0;0;461
497;Vaněčková;Anna;DKP1063;0;0;461
497;Dolejší;Kateřina;DOK0156;0;0;461
497;Straková;Kateřina;CHA1052;0;0;461
497;Procházková;Marie;SOP9551;0;0;461
497;Plachá;Běla;LDC0953;0;0;461
497;Balcarová;Barbora;LLI9751;0;0;461
497;Jakubcová;Karolína;SJC1050;0;0;461
497;Kutková;Tereza;JEN0752;0;0;461
497;Šunková;Berta;LOU0850;0;0;461
497;Poláková;Lenka;SOP0151;0;0;461
